step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
20,PAYMENT,39496.23,C401455565,304589.57,265093.34,M462126589,0.0,0.0,0,0
188,PAYMENT,8535.07,C1794422054,545.0,0.0,M437672945,0.0,0.0,0,0
34,CASH_IN,512816.66,C67294085,809355.11,1322171.77,C1728783211,1011462.42,461879.11,0,0
236,PAYMENT,40456.51,C1851901737,22021.45,0.0,M1544894207,0.0,0.0,0,0
99,TRANSFER,130653.37,C379527742,130653.37,0.0,C312459798,0.0,0.0,1,0
43,CASH_OUT,42980.83,C409469524,208.0,0.0,C1680845012,0.0,42980.83,0,0
127,TRANSFER,321883.89,C159404315,321883.89,0.0,C1578451350,0.0,0.0,1,0
18,PAYMENT,29056.17,C649370032,220548.67,191492.5,M664511189,0.0,0.0,0,0
443,TRANSFER,1162672.01,C920057135,1162672.01,0.0,C1730549845,0.0,0.0,1,0
226,CASH_OUT,82869.09,C1143635966,82869.09,0.0,C275663782,104258.05,187127.14,1,0
214,TRANSFER,295591.43,C1148265526,0.0,0.0,C1233229818,437475.85,733067.28,0,0
170,PAYMENT,6883.66,C1267938769,10808.0,3924.34,M1217781900,0.0,0.0,0,0
37,CASH_OUT,93083.27,C517122648,93083.27,0.0,C839403720,2466124.85,2559208.13,1,0
185,PAYMENT,30225.67,C2022429180,271686.08,241460.4,M1786001133,0.0,0.0,0,0
342,CASH_OUT,127018.14,C162432528,127018.14,0.0,C1457828270,0.0,127018.14,1,0
186,CASH_OUT,154862.08,C1023629521,42097.0,0.0,C236652498,0.0,154862.08,0,0
329,TRANSFER,84312.29,C1386334187,84312.29,0.0,C250821807,0.0,0.0,1,0
281,CASH_OUT,221527.47,C2040952182,0.0,0.0,C2042637630,1939930.34,2161457.82,0,0
302,TRANSFER,423798.97,C532452006,20392.0,0.0,C1775017781,0.0,423798.97,0,0
190,CASH_IN,247279.34,C705509407,63328.0,310607.34,C118309972,0.0,0.0,0,0
719,TRANSFER,67299.57,C645678075,67299.57,0.0,C1753733624,0.0,0.0,1,0
140,CASH_IN,189595.35,C1742649483,4566137.86,4755733.21,C1330106945,4263094.93,4073499.58,0,0
308,PAYMENT,8982.16,C816079939,222338.81,213356.65,M1602266802,0.0,0.0,0,0
397,PAYMENT,8799.99,C1508054663,0.0,0.0,M1357971845,0.0,0.0,0,0
203,PAYMENT,3401.75,C1438424758,52142.0,48740.25,M1852649999,0.0,0.0,0,0
186,TRANSFER,723117.91,C764797057,0.0,0.0,C98253683,7948945.58,8672063.49,0,0
136,CASH_OUT,510590.07,C1194949125,0.0,0.0,C66870261,1675686.74,2186276.81,0,0
380,TRANSFER,180949.68,C1160634987,166431.84,0.0,C1786208719,404229.73,585179.41,0,0
41,PAYMENT,6641.06,C2143374349,0.0,0.0,M1432188629,0.0,0.0,0,0
188,CASH_OUT,165379.82,C958084160,51981.0,0.0,C1370608432,16988.7,182368.52,0,0
254,CASH_OUT,9750.93,C1788720722,0.0,0.0,C381875856,7954246.31,7963997.24,0,0
229,CASH_OUT,134034.31,C826356022,0.0,0.0,C161783387,5422136.26,5556170.57,0,0
381,CASH_IN,115751.68,C1844136540,84498.99,200250.67,C179745648,2423209.84,2307458.16,0,0
403,CASH_IN,158030.95,C780401716,1817593.19,1975624.13,C1235929106,409782.49,251751.54,0,0
44,CASH_IN,227785.45,C1990712755,128892.0,356677.45,C810525180,356775.32,128989.87,0,0
191,CASH_OUT,114743.39,C1557023354,114743.39,0.0,C532073987,65672.88,180416.27,1,0
588,CASH_OUT,58776.05,C1628035443,51998.84,0.0,C999871817,4296216.75,4354992.8,0,0
37,PAYMENT,6070.5,C1020059870,0.0,0.0,M567430650,0.0,0.0,0,0
134,CASH_OUT,227828.06,C1016511377,64449.0,0.0,C1626258163,10706682.3,10934510.36,0,0
209,PAYMENT,1688.8,C57912420,0.0,0.0,M2084915671,0.0,0.0,0,0
163,CASH_IN,152696.52,C780279456,72552.0,225248.52,C2114237828,0.0,0.0,0,0
592,PAYMENT,6262.85,C1659526579,19875.12,13612.27,M1609685954,0.0,0.0,0,0
20,CASH_IN,59915.79,C1449446369,92308.0,152223.79,C1440510613,456195.13,396279.34,0,0
374,PAYMENT,12170.97,C2117213291,33668.67,21497.7,M625900109,0.0,0.0,0,0
150,TRANSFER,1335959.76,C1644591810,1335959.76,0.0,C2090168733,0.0,0.0,1,0
259,TRANSFER,839052.4,C448863981,273.0,0.0,C9486934,1449682.68,2288735.08,0,0
159,CASH_IN,197369.7,C1712445835,62580.0,259949.7,C1726015363,400907.04,203537.34,0,0
165,CASH_IN,66491.79,C1730488082,106435.0,172926.79,C1213858636,750459.39,683967.61,0,0
161,CASH_OUT,229168.34,C534356443,0.0,0.0,C1864818733,2268614.0,2497782.35,0,0
162,PAYMENT,16850.06,C1195634721,0.0,0.0,M1237271496,0.0,0.0,0,0
442,TRANSFER,37323.15,C2027331008,37323.15,0.0,C235368108,0.0,0.0,1,0
352,CASH_OUT,91712.01,C1329722238,100759.0,9046.99,C1693286544,292492.44,384204.45,0,0
196,CASH_OUT,1221900.21,C379155103,1221900.21,0.0,C836948657,0.0,1221900.21,1,0
185,CASH_OUT,137339.82,C55939092,0.0,0.0,C1207606224,515767.08,653106.9,0,0
417,CASH_OUT,1049586.54,C2136497575,1049586.54,0.0,C1080081723,8366.77,1057953.31,1,0
683,CASH_OUT,225664.44,C1412101874,7611.0,0.0,C872062157,1337512.48,1563176.93,0,0
39,CASH_OUT,2070814.27,C1115361466,2070814.27,0.0,C521252518,0.0,2070814.27,1,0
393,TRANSFER,1248783.6,C239758242,0.0,0.0,C1563604269,4111811.21,5360594.81,0,0
346,TRANSFER,180110.22,C507471240,180110.22,0.0,C1709413116,0.0,0.0,1,0
357,CASH_OUT,790332.43,C393707500,790332.43,0.0,C730262166,2384548.88,3174881.31,1,0
237,PAYMENT,5775.02,C1032181815,484.0,0.0,M1159130734,0.0,0.0,0,0
160,CASH_OUT,10000000.0,C2068007279,10000000.0,0.0,C836488544,158643.25,10158643.25,1,0
21,CASH_OUT,120683.72,C848688381,0.0,0.0,C1341623775,1825467.54,1946151.26,0,0
157,CASH_OUT,126918.83,C855032993,117818.0,0.0,C1739176782,127734.29,254653.12,0,0
17,CASH_OUT,177187.44,C1857859093,0.0,0.0,C573854745,185925.84,573903.51,0,0
47,CASH_OUT,168358.58,C1756822967,0.0,0.0,C2099946567,334792.35,503150.93,0,0
37,PAYMENT,461.32,C1497534764,0.0,0.0,M272101274,0.0,0.0,0,0
699,CASH_OUT,84480.05,C1511318638,84480.05,0.0,C540530453,4455890.61,4540370.65,1,0
401,CASH_IN,85911.14,C1979044849,233880.0,319791.14,C249228645,8261191.87,8175280.73,0,0
562,CASH_OUT,2305939.38,C2131356877,2305939.38,0.0,C1797345744,0.0,2305939.38,1,0
225,CASH_OUT,265760.97,C1558202373,0.0,0.0,C655663418,2845870.8,3111631.77,0,0
370,CASH_OUT,171993.17,C1304126524,239518.54,67525.38,C639273790,386540.43,558533.6,0,0
382,PAYMENT,5362.06,C91278730,82667.0,77304.94,M1330676554,0.0,0.0,0,0
303,CASH_IN,187666.5,C663391191,6556782.53,6744449.03,C1863299245,494749.73,307083.23,0,0
140,PAYMENT,141.1,C963559987,0.0,0.0,M1661621059,0.0,0.0,0,0
229,CASH_IN,487880.44,C652802912,23223.0,511103.44,C590446937,0.0,0.0,0,0
205,CASH_OUT,255214.93,C1105963969,5064.0,0.0,C1015335827,1398234.95,1653449.88,0,0
163,CASH_IN,252510.22,C975428661,1936380.5,2188890.72,C1350764838,4792565.86,5207380.16,0,0
18,CASH_IN,237674.75,C1809011333,8719526.93,8957201.68,C1799938475,3543117.22,3305442.47,0,0
211,CASH_OUT,46147.21,C1041050440,0.0,0.0,C845717821,7256787.59,7302934.8,0,0
350,CASH_OUT,172424.1,C870143905,103801.0,0.0,C1242966449,0.0,172424.1,0,0
138,CASH_OUT,121188.95,C195233669,2583.0,0.0,C1391792537,227467.17,348656.13,0,0
163,TRANSFER,1091936.9,C1373056221,5.0,0.0,C160750595,128773.33,1220710.23,0,0
378,PAYMENT,16953.95,C758309481,20361.75,3407.8,M1861172643,0.0,0.0,0,0
154,PAYMENT,30066.31,C830043969,0.0,0.0,M235360744,0.0,0.0,0,0
261,PAYMENT,14186.92,C451941110,0.0,0.0,M421978585,0.0,0.0,0,0
733,TRANSFER,105903.18,C565737303,105903.18,0.0,C350986885,0.0,0.0,1,0
280,CASH_OUT,109269.15,C2036712182,0.0,0.0,C1395385115,429257.56,538526.71,0,0
330,CASH_OUT,300316.0,C875369196,246.0,0.0,C1510181924,2712794.48,3013110.47,0,0
401,PAYMENT,8043.79,C1529470592,23568.0,15524.21,M1820338193,0.0,0.0,0,0
594,CASH_IN,1557.22,C1084785360,332106.0,333663.22,C276200704,797322.67,795765.45,0,0
140,CASH_OUT,297249.25,C961854543,0.0,0.0,C1369841233,1403213.38,1700462.62,0,0
398,PAYMENT,20169.91,C718730830,0.0,0.0,M1865674586,0.0,0.0,0,0
217,PAYMENT,1821.77,C2060474810,0.0,0.0,M1062539490,0.0,0.0,0,0
134,TRANSFER,48222.35,C357133730,119282.0,71059.65,C1824987850,38177.13,86399.48,0,0
345,CASH_OUT,927729.13,C1521419599,927729.13,0.0,C1908107274,0.0,927729.13,1,0
154,CASH_OUT,367600.7,C947750248,0.0,0.0,C858188884,5336180.16,5703780.86,0,0
353,CASH_OUT,198729.73,C749858064,20562.0,0.0,C1171040194,4419119.67,4617849.4,0,0
378,PAYMENT,23691.66,C2047915142,0.0,0.0,M969564699,0.0,0.0,0,0
402,CASH_IN,69704.98,C2109844661,1116.0,70820.98,C598021609,3693.58,0.0,0,0
302,PAYMENT,24851.47,C125220969,938.0,0.0,M2096770313,0.0,0.0,0,0
350,CASH_IN,14339.76,C326084372,10102.0,24441.76,C1002805058,0.0,0.0,0,0
17,PAYMENT,12290.56,C1036022136,661.0,0.0,M1743722570,0.0,0.0,0,0
154,PAYMENT,13941.0,C371503860,18876.0,4935.0,M401690849,0.0,0.0,0,0
372,CASH_IN,14073.35,C301158214,2474780.95,2488854.3,C18304972,2683973.24,2669899.88,0,0
167,TRANSFER,279728.8,C2057236817,279728.8,0.0,C2091501904,0.0,0.0,1,0
284,CASH_OUT,8262.41,C568868115,624.0,0.0,C1513085262,284225.04,292487.45,0,0
12,CASH_IN,57031.32,C1152800187,2559416.32,2616447.64,C2095942976,81619.11,24587.79,0,0
393,PAYMENT,8512.08,C770235800,29869.0,21356.92,M945071294,0.0,0.0,0,0
596,CASH_OUT,227010.54,C2113842491,0.0,0.0,C1559505519,1227534.15,1454544.69,0,0
43,CASH_OUT,127310.77,C1565563254,0.0,0.0,C252797677,1491252.09,1618562.87,0,0
141,PAYMENT,12640.64,C1550021762,15936.52,3295.88,M1616154100,0.0,0.0,0,0
9,TRANSFER,147193.12,C1874640226,43491.0,0.0,C343534938,1048017.45,1195210.56,0,0
654,CASH_OUT,114627.08,C857672087,114627.08,0.0,C1387515555,0.0,114627.08,1,0
18,CASH_IN,84936.24,C1703806585,1201490.51,1286426.75,C1794068152,595219.22,510282.98,0,0
202,CASH_OUT,190329.09,C721441287,358457.83,168128.74,C44014786,988537.3,1178866.38,0,0
333,PAYMENT,19998.35,C169062503,11556.0,0.0,M476159946,0.0,0.0,0,0
687,CASH_IN,156804.7,C797189202,270236.86,427041.56,C308669293,491906.21,335101.51,0,0
492,CASH_OUT,149263.68,C1428579582,42666.0,0.0,C1404641896,47835.5,197099.18,0,0
253,TRANSFER,549404.16,C217946762,312048.79,0.0,C1762242916,12409270.38,12958674.54,0,0
350,CASH_IN,54938.55,C1077661777,3969189.6,4024128.15,C899150727,648237.01,593298.45,0,0
349,CASH_OUT,170290.0,C1639108128,754394.0,584104.0,C1822849088,136800.74,307090.74,0,0
188,CASH_OUT,8311.77,C1173383766,2072.0,0.0,C1490347614,15302.05,23613.81,0,0
183,CASH_IN,192075.28,C314809626,2540067.07,2732142.35,C2056973409,2283975.59,2178368.74,0,0
302,CASH_OUT,88513.02,C1226350603,309.0,0.0,C2104896976,741038.73,829551.75,0,0
252,CASH_OUT,64390.92,C1286876062,0.0,0.0,C1220096238,2512232.71,2799485.68,0,0
134,PAYMENT,33577.88,C131460030,0.0,0.0,M1385284216,0.0,0.0,0,0
183,PAYMENT,21693.04,C521560374,79663.0,57969.96,M775942496,0.0,0.0,0,0
301,CASH_IN,228251.38,C586657258,3195646.49,3423897.87,C862820196,1728716.78,1500465.4,0,0
259,CASH_IN,97228.51,C1224265580,10722.0,107950.51,C1059414832,425247.04,328018.54,0,0
183,CASH_OUT,79283.76,C1343359028,0.0,0.0,C1688012805,2963599.74,3042883.5,0,0
130,PAYMENT,42119.11,C1367870618,49816.0,7696.89,M604986473,0.0,0.0,0,0
283,CASH_OUT,354500.9,C1780993000,0.0,0.0,C1082457863,426365.86,780866.76,0,0
332,TRANSFER,378268.28,C150491001,0.0,0.0,C1508536313,4402089.05,4780357.33,0,0
109,TRANSFER,252417.45,C1220229602,252417.45,0.0,C1660826618,0.0,0.0,1,0
396,CASH_OUT,77841.19,C1533048115,0.0,0.0,C1088141906,1546876.25,1624717.44,0,0
302,PAYMENT,22301.52,C2100118277,0.0,0.0,M1260051091,0.0,0.0,0,0
161,CASH_IN,360980.51,C543257018,2429270.37,2790250.87,C1349697352,506500.4,145519.9,0,0
259,CASH_IN,820000.09,C2032562873,18280831.29,19100831.38,C725898072,2399341.0,1579340.91,0,0
139,CASH_OUT,112723.28,C379178662,0.0,0.0,C1433414010,769427.71,882150.99,0,0
399,PAYMENT,35446.64,C1540654069,0.0,0.0,M1081388184,0.0,0.0,0,0
163,CASH_OUT,362082.39,C1914022394,0.0,0.0,C786454684,1281500.23,1643582.61,0,0
258,TRANSFER,2684142.41,C1988413338,2684142.41,0.0,C627945196,0.0,0.0,1,0
294,TRANSFER,380214.33,C492377263,380214.33,0.0,C357527156,0.0,0.0,1,0
8,TRANSFER,89631.24,C74534388,89631.24,0.0,C1748042844,0.0,0.0,1,0
528,TRANSFER,501101.41,C1409061891,501101.41,0.0,C1663472922,0.0,0.0,1,0
376,PAYMENT,2788.52,C1462790192,0.0,0.0,M1851880485,0.0,0.0,0,0
235,CASH_IN,572019.25,C110561885,1189748.66,1761767.91,C506947988,3186620.01,2614600.77,0,0
404,CASH_IN,90778.45,C766688550,11636776.01,11727554.46,C276177524,4790063.52,4699285.08,0,0
278,PAYMENT,538.21,C1692544385,1576.0,1037.79,M1830861770,0.0,0.0,0,0
159,TRANSFER,1111959.8,C150659598,61969.0,0.0,C1824127527,117683.92,1229643.73,0,0
304,PAYMENT,16360.0,C496549329,79803.0,63443.0,M620467986,0.0,0.0,0,0
206,CASH_OUT,129495.59,C521793928,0.0,0.0,C1282821729,365333.12,494828.71,0,0
19,CASH_OUT,56409.1,C106535056,0.0,0.0,C149330132,210299.3,266708.4,0,0
490,TRANSFER,6783543.1,C1347564470,0.0,0.0,C409601163,9631407.17,16414950.27,0,0
602,CASH_OUT,366014.33,C373022039,366014.33,0.0,C1901902760,3543787.25,3909801.59,1,0
225,CASH_OUT,82857.59,C1993912052,0.0,0.0,C887297684,427523.92,510381.5,0,0
17,CASH_IN,53437.07,C60430610,3222673.61,3276110.68,C126129101,7642951.77,7816295.35,0,0
378,CASH_IN,117221.07,C1564510433,950.0,118171.07,C1501972294,0.0,0.0,0,0
179,CASH_IN,133305.52,C435807018,9799076.41,9932381.93,C1075483884,754473.6,621168.08,0,0
282,DEBIT,6241.85,C1736754049,45603.0,39361.15,C1131365707,289092.75,295334.6,0,0
371,PAYMENT,7943.84,C1125455099,32636.0,24692.16,M1512018018,0.0,0.0,0,0
26,CASH_OUT,1027152.36,C1016323653,1027152.36,0.0,C409414944,519428.56,1546580.92,1,0
257,CASH_OUT,97208.19,C1119709703,0.0,0.0,C1585149101,917233.91,1014442.1,0,0
689,CASH_OUT,228416.57,C583786481,228416.57,0.0,C140205588,42676.83,271093.4,1,0
232,PAYMENT,30897.96,C1839108119,20517.0,0.0,M25737292,0.0,0.0,0,0
158,CASH_IN,117086.34,C996750231,2112468.37,2229554.71,C932404701,773274.97,929437.56,0,0
163,CASH_OUT,81068.9,C335219443,0.0,0.0,C1197731444,2542794.04,2623862.94,0,0
376,PAYMENT,835.33,C570932629,0.0,0.0,M1830755528,0.0,0.0,0,0
357,CASH_IN,145711.16,C1390449663,49939.0,195650.16,C1698823314,409932.02,264220.86,0,0
11,CASH_IN,171948.12,C1849623489,41454.0,213402.12,C1975607158,164284.17,0.0,0,0
125,TRANSFER,144065.75,C699771361,144065.75,0.0,C1114367477,0.0,0.0,1,0
328,PAYMENT,10798.0,C700889856,75458.0,64660.0,M21385385,0.0,0.0,0,0
206,CASH_OUT,300285.87,C1615107959,1091.0,0.0,C1698252171,0.0,300285.87,0,0
656,PAYMENT,21387.25,C422154261,0.0,0.0,M1730229064,0.0,0.0,0,0
179,CASH_IN,394067.48,C479879173,14548.0,408615.48,C1153015561,4752835.89,4358768.41,0,0
614,TRANSFER,309061.5,C1528703111,309061.5,0.0,C2133834018,0.0,0.0,1,0
522,CASH_IN,286204.72,C1211547444,52419.0,338623.72,C17996962,3050927.36,2764722.64,0,0
525,CASH_OUT,63926.51,C1589194527,0.0,0.0,C22544148,1374956.56,1438883.07,0,0
310,PAYMENT,34132.47,C196948834,0.0,0.0,M793612750,0.0,0.0,0,0
160,CASH_OUT,31242.39,C632907583,0.0,0.0,C855580289,208389.54,24707.9,0,0
654,CASH_OUT,668595.91,C835134180,668595.91,0.0,C57292104,72554.54,741150.46,1,0
164,CASH_OUT,13815.12,C176253964,0.0,0.0,C1903688376,18954.63,32769.76,0,0
186,PAYMENT,5059.34,C1464382322,0.0,0.0,M937146978,0.0,0.0,0,0
204,PAYMENT,1583.02,C273532652,177.0,0.0,M637433340,0.0,0.0,0,0
30,TRANSFER,122235.11,C1279213624,122235.11,0.0,C2100791242,0.0,0.0,1,0
370,CASH_IN,266342.39,C361170295,9443877.52,9710219.91,C1493979543,3692431.74,3426089.35,0,0
240,DEBIT,1601.68,C769383062,265783.0,264181.32,C1063098174,877240.16,878841.84,0,0
298,PAYMENT,1153.15,C1114787847,154695.31,153542.17,M758338091,0.0,0.0,0,0
205,TRANSFER,475315.61,C562497743,475315.61,0.0,C812512392,0.0,0.0,1,0
258,PAYMENT,4313.31,C1706403621,0.0,0.0,M1082941462,0.0,0.0,0,0
334,PAYMENT,16651.93,C2038649410,30036.0,13384.07,M1917596921,0.0,0.0,0,0
157,CASH_OUT,330455.48,C910687637,11273.0,0.0,C1193816683,1250115.51,1580571.0,0,0
590,CASH_OUT,238005.87,C1196112753,20272.0,0.0,C84361229,12186.96,250192.82,0,0
376,CASH_OUT,40593.91,C1588686300,0.0,0.0,C1195314400,1501579.69,1542173.6,0,0
681,CASH_IN,88738.35,C1652713093,11308.0,100046.35,C1750590086,2678571.33,2589832.98,0,0
404,TRANSFER,2754759.04,C2039553933,2754759.04,0.0,C1469107972,0.0,0.0,1,0
399,CASH_OUT,103828.86,C686882572,71856.0,0.0,C1532653988,366495.87,470324.74,0,0
310,PAYMENT,17053.33,C1923852,10791.0,0.0,M1596963615,0.0,0.0,0,0
332,TRANSFER,282018.0,C1799860706,282018.0,0.0,C80713537,0.0,0.0,1,0
44,PAYMENT,2248.12,C1668133961,4373.99,2125.87,M1187551022,0.0,0.0,0,0
396,TRANSFER,803041.79,C853886966,23371.0,0.0,C1341070923,158672.41,961714.2,0,0
254,CASH_IN,169797.63,C625321823,8615836.59,8785634.22,C635085468,279643.13,109845.5,0,0
40,CASH_OUT,34340.77,C256448628,0.0,0.0,C1847509784,659811.36,694152.12,0,0
388,TRANSFER,126848.63,C416774850,126848.63,0.0,C845513235,0.0,0.0,1,0
333,PAYMENT,15758.25,C542730984,98642.0,82883.75,M1757987681,0.0,0.0,0,0
3,TRANSFER,10539.37,C1134864869,10539.37,0.0,C118648358,0.0,0.0,1,0
617,CASH_OUT,10000000.0,C1596180537,10000000.0,0.0,C2105645265,0.0,10000000.0,1,0
275,CASH_OUT,37964.66,C767792218,710875.0,672910.34,C565145548,305257.77,343222.42,0,0
205,CASH_OUT,22142.49,C1490575868,0.0,0.0,C1312868508,788178.79,810321.29,0,0
301,PAYMENT,36661.1,C2047266088,105503.0,68841.9,M157778085,0.0,0.0,0,0
228,CASH_OUT,78983.39,C647797005,0.0,0.0,C644856430,354301.22,433284.61,0,0
380,PAYMENT,6009.48,C867016293,32611.0,26601.52,M1690508038,0.0,0.0,0,0
398,PAYMENT,5347.44,C868346580,47622.0,42274.56,M200358983,0.0,0.0,0,0
185,PAYMENT,12298.89,C737459866,0.0,0.0,M1124140583,0.0,0.0,0,0
396,PAYMENT,36703.73,C1671773639,0.0,0.0,M1536414598,0.0,0.0,0,0
397,CASH_OUT,47732.59,C1941387824,0.0,0.0,C1484202850,394616.54,442349.13,0,0
37,PAYMENT,11815.39,C1278298521,0.0,0.0,M808566749,0.0,0.0,0,0
473,TRANSFER,179700.14,C307539719,179700.14,0.0,C434694643,0.0,0.0,1,0
10,PAYMENT,8407.07,C2075618584,0.0,0.0,M446185005,0.0,0.0,0,0
306,PAYMENT,16337.24,C1156481801,0.0,0.0,M253182984,0.0,0.0,0,0
141,CASH_OUT,297091.73,C1903199425,606.0,0.0,C626359774,0.0,297091.73,0,0
331,PAYMENT,24629.94,C1892603960,162735.0,138105.06,M1599438251,0.0,0.0,0,0
396,PAYMENT,33274.7,C245739247,13146.74,0.0,M1628917776,0.0,0.0,0,0
229,CASH_OUT,143332.0,C159990458,143332.0,0.0,C1025108799,482652.15,716367.34,1,0
379,CASH_IN,97428.01,C1574305224,5095386.16,5192814.17,C496958515,1027454.63,930026.62,0,0
485,TRANSFER,2755588.11,C600644430,2755588.11,0.0,C1183535106,0.0,0.0,1,0
400,PAYMENT,44553.56,C1402840229,21027.0,0.0,M482554646,0.0,0.0,0,0
19,CASH_IN,50189.67,C2124520246,387832.22,438021.9,C1504994498,483350.82,301698.33,0,0
252,CASH_OUT,445680.59,C1027496150,393155.73,0.0,C177502449,5401705.33,5847385.92,0,0
334,CASH_OUT,651517.43,C2114941101,0.0,0.0,C885674169,704779.68,1356297.1,0,0
232,CASH_OUT,62293.68,C1372622834,0.0,0.0,C783244692,85754.21,148047.9,0,0
357,PAYMENT,6860.28,C1163732550,0.0,0.0,M1796896065,0.0,0.0,0,0
250,CASH_IN,298.28,C1439228203,1145894.39,1146192.67,C789837053,155628.28,155329.99,0,0
376,PAYMENT,19359.87,C668725006,0.0,0.0,M310688192,0.0,0.0,0,0
154,CASH_OUT,158106.4,C1827945800,0.0,0.0,C401911630,2095832.5,2253938.9,0,0
503,TRANSFER,264105.91,C1158737852,0.0,0.0,C431646266,815702.96,1079808.87,0,0
399,CASH_IN,308638.89,C1576576780,7764228.79,8072867.68,C1172313322,367641.54,59002.65,0,0
259,PAYMENT,4975.85,C1640403160,58.0,0.0,M1857905275,0.0,0.0,0,0
41,CASH_OUT,1270564.34,C1805103048,1270564.34,0.0,C1167029703,0.0,1270564.34,1,0
345,CASH_IN,190954.63,C944705481,823621.59,1014576.22,C1216920637,1293659.29,1102704.65,0,0
356,CASH_IN,74939.38,C986493077,562629.0,637568.38,C80972248,1341926.71,1266987.33,0,0
15,PAYMENT,982.35,C847878616,396905.05,395922.7,M408939185,0.0,0.0,0,0
358,PAYMENT,11791.05,C1509021490,92030.0,80238.95,M670427627,0.0,0.0,0,0
13,CASH_OUT,144468.35,C1093141448,0.0,0.0,C263207633,334162.48,404241.22,0,0
154,CASH_IN,206432.26,C1053283624,30592.0,237024.26,C1599342498,668932.07,462499.81,0,0
571,CASH_IN,12096.63,C254000566,10897.0,22993.63,C1197803860,2507506.69,2495410.05,0,0
354,TRANSFER,375419.35,C634556474,375419.35,0.0,C1581571123,0.0,0.0,1,0
128,TRANSFER,4483868.79,C1664723459,4483868.79,0.0,C366674827,0.0,0.0,1,0
55,CASH_OUT,283400.42,C2116041382,283400.42,0.0,C1772301094,2662439.92,2945840.34,1,0
201,PAYMENT,5425.08,C544120588,95797.0,90371.92,M318717920,0.0,0.0,0,0
354,CASH_OUT,45629.44,C761277449,50444.0,4814.56,C1266867174,0.0,45629.44,0,0
20,CASH_OUT,71023.6,C412886322,31910.0,0.0,C753644357,0.0,2508.41,0,0
304,CASH_IN,142197.42,C1178767908,2358118.68,2500316.1,C1145690807,877692.49,735495.07,0,0
369,CASH_OUT,90920.77,C1455931006,0.0,0.0,C638263471,223053.52,313974.29,0,0
183,CASH_OUT,240239.55,C414703567,49961.0,0.0,C2026278846,0.0,240239.55,0,0
690,TRANSFER,343429.34,C818983201,343429.34,0.0,C890343735,0.0,0.0,1,0
207,PAYMENT,11585.9,C108514295,0.0,0.0,M2033577525,0.0,0.0,0,0
394,TRANSFER,1015053.82,C1105329101,0.0,0.0,C1889977574,1832140.24,2847194.06,0,0
459,TRANSFER,277611.08,C1304518547,277611.08,0.0,C230736806,0.0,0.0,1,0
178,PAYMENT,12882.99,C18287785,113000.0,100117.01,M712660768,0.0,0.0,0,0
181,PAYMENT,37788.97,C337639062,1170.0,0.0,M309602976,0.0,0.0,0,0
330,CASH_IN,126487.21,C1673596810,37068.0,163555.21,C1334686900,334096.7,207609.49,0,0
281,CASH_OUT,255150.41,C107768831,0.0,0.0,C59364879,4144225.35,4399375.76,0,0
163,PAYMENT,20210.5,C767287826,39601.0,19390.5,M942685145,0.0,0.0,0,0
624,TRANSFER,2626957.79,C723019595,2626957.79,0.0,C296287576,0.0,0.0,1,0
187,CASH_OUT,143851.07,C1408087649,0.0,0.0,C1441462818,1557925.32,1701776.4,0,0
124,CASH_OUT,9639052.83,C1452214555,9639052.83,0.0,C1584664836,313136.58,9952189.42,1,0
74,TRANSFER,59813.61,C1934910898,59813.61,0.0,C547328121,0.0,0.0,1,0
169,TRANSFER,19244.9,C1225444134,19244.9,0.0,C999409522,0.0,0.0,1,0
348,CASH_IN,297702.84,C2088992432,27426.0,325128.84,C1745880536,0.0,0.0,0,0
20,PAYMENT,19565.92,C1137733607,345563.4,325997.48,M943833918,0.0,0.0,0,0
691,PAYMENT,13979.67,C815098760,0.0,0.0,M1684716698,0.0,0.0,0,0
546,CASH_IN,303287.68,C1882980161,5108496.96,5411784.64,C22821335,3352389.25,3049101.57,0,0
394,TRANSFER,2582445.93,C211367930,7220.0,0.0,C162641,214043.41,2796489.34,0,0
301,PAYMENT,16006.8,C1038418242,0.0,0.0,M134613291,0.0,0.0,0,0
202,CASH_OUT,123552.31,C1030638671,0.0,0.0,C141105593,259059.24,382611.55,0,0
236,CASH_OUT,394950.56,C963076622,0.0,0.0,C1919178439,4845838.71,5240789.27,0,0
407,PAYMENT,13870.03,C1003058171,13282.0,0.0,M288709042,0.0,0.0,0,0
424,CASH_OUT,313697.44,C624146963,313697.44,0.0,C2012667225,0.0,313697.44,1,0
177,CASH_OUT,225421.25,C1856792663,0.0,0.0,C354978456,276236.58,683320.58,0,0
42,CASH_OUT,91061.99,C1578898263,0.0,0.0,C1882712196,373091.57,582368.25,0,0
353,PAYMENT,35272.66,C845781633,20757.0,0.0,M616428464,0.0,0.0,0,0
394,PAYMENT,51257.71,C482276757,7061.0,0.0,M390902185,0.0,0.0,0,0
44,PAYMENT,5014.93,C169446592,111514.0,106499.07,M1216415434,0.0,0.0,0,0
234,CASH_IN,87543.57,C1501831863,15586.0,103129.57,C1465560496,0.0,0.0,0,0
118,TRANSFER,50845.13,C267854618,50845.13,0.0,C1253405980,0.0,0.0,1,0
180,TRANSFER,444909.52,C781154263,2547.0,0.0,C1291414982,0.0,444909.52,0,0
